測定日時,ロットid,工程,工程詳細,ジャケット温度,内容物温度,ジャケット圧,外気温,湿度
2025/7/1 6:54,KMC2025070101A200,煮込み,放熱OFF,82.6,85.4,0.007,30,69.3
2025/7/1 6:55,KMC2025070101A200,煮込み,放熱OFF,82.3,85.4,0.005,30.2,69.9
2025/7/1 6:56,KMC2025070101A200,煮込み,放熱OFF,82.2,85.4,-0.006,30.3,70.5
2025/7/1 6:57,KMC2025070101A200,煮込み,放熱OFF,83.3,85.3,-0.012,30.2,70.1
2025/7/1 6:58,KMC2025070101A200,煮込み,放熱OFF,82.9,85.3,-0.012,30.1,69.1
2025/7/1 6:59,KMC2025070101A200,煮込み,放熱OFF,81.9,85.5,-0.012,29.8,69.6
2025/7/1 7:00,KMC2025070101A200,煮込み,放熱OFF,82.5,85.6,-0.012,29.8,70.8
2025/7/1 7:01,KMC2025070101A200,煮込み,放熱OFF,80.7,85.3,0,29.5,69
2025/7/1 7:02,KMC2025070101A200,煮込み,加熱ON,93.9,85,0.074,29.6,69.3
2025/7/1 7:03,KMC2025070101A200,煮込み,放熱OFF,82,84.5,0.053,30.2,69.5
2025/7/1 7:04,KMC2025070101A200,煮込み,加熱ON,93.4,84.7,0.125,30.1,69.3
2025/7/1 7:05,KMC2025070101A200,煮込み,放熱OFF,82.3,84.7,0.08,30.3,70.1
2025/7/1 7:06,KMC2025070101A200,煮込み,放熱OFF,82.9,85.1,0.049,30.6,70.5
2025/7/1 7:07,KMC2025070101A200,煮込み,放熱OFF,83.3,85.1,0.023,30,69.5
2025/7/1 7:08,KMC2025070101A200,煮込み,放熱OFF,81.6,85.3,0.019,30.3,70.3
2025/7/1 7:09,KMC2025070101A200,煮込み,放熱OFF,82.3,85.3,0.005,29.3,70.2
2025/7/1 7:10,KMC2025070101A200,煮込み,加熱ON,93.1,84.9,0.093,30.2,69.6
2025/7/1 7:11,KMC2025070101A200,煮込み,放熱OFF,80.9,84.6,0.058,30,69.3
2025/7/1 7:12,KMC2025070101A200,煮込み,加熱ON,93.7,84.8,0.133,30.2,69.4
2025/7/1 7:13,KMC2025070101A200,煮込み,放熱OFF,81.7,84.6,0.075,29.9,70.9
2025/7/1 7:14,KMC2025070101A200,煮込み,放熱OFF,83.1,84.9,0.055,29.9,69.6
2025/7/1 7:15,KMC2025070101A200,煮込み,放熱OFF,82.8,84.9,0.034,30.7,69.2
2025/7/1 7:16,KMC2025070101A200,煮込み,放熱OFF,82.1,85,0.015,29.9,69.1
2025/7/1 7:17,KMC2025070101A200,煮込み,放熱OFF,80.7,85,0.001,29.6,70.2
2025/7/1 7:18,KMC2025070101A200,煮込み,加熱ON,93.6,84.8,0.073,29.5,69
2025/7/1 7:19,KMC2025070101A200,煮込み,放熱OFF,80.9,84.5,0.05,28.9,69.4
2025/7/1 7:20,KMC2025070101A200,煮込み,加熱ON,94.1,84.8,0.128,30.4,69.1
2025/7/1 7:21,KMC2025070101A200,煮込み,加熱ON,93.8,84.4,0.174,29.5,69.7
2025/7/1 7:22,KMC2025070101A200,煮込み,放熱OFF,82.4,84.6,0.099,31,69.7
2025/7/1 7:23,KMC2025070101A200,煮込み,放熱OFF,82.4,85.1,0.052,29.7,69
2025/7/1 7:24,KMC2025070101A200,煮込み,放熱OFF,82.3,85,0.025,30,70.9
2025/7/1 7:25,KMC2025070101A200,煮込み,放熱OFF,83.3,85.2,0.01,29.3,69.2
2025/7/1 7:26,KMC2025070101A200,煮込み,放熱OFF,83.1,85.4,0.009,29.5,70
2025/7/1 7:27,KMC2025070101A200,煮込み,放熱OFF,81.9,85.2,0.007,28.8,70.4
2025/7/1 7:28,KMC2025070101A200,煮込み,加熱ON,93,85.1,0.089,29.8,69.9
2025/7/1 7:29,KMC2025070101A200,煮込み,放熱OFF,81.4,84.7,0.045,30.9,69.3
2025/7/1 7:30,KMC2025070101A200,煮込み,加熱ON,94.1,84.8,0.122,30.5,69.2
2025/7/1 7:31,KMC2025070101A200,煮込み,放熱OFF,82,84.5,0.079,30.2,70.5
2025/7/1 7:32,KMC2025070101A200,煮込み,放熱OFF,81.9,85,0.046,30.2,71
2025/7/1 7:33,KMC2025070101A200,煮込み,放熱OFF,82.6,85.1,0.021,29.4,69.1
2025/7/1 7:34,KMC2025070101A200,煮込み,放熱OFF,82.8,85.1,0.012,29.3,71
2025/7/1 7:35,KMC2025070101A200,煮込み,放熱OFF,82.5,85.2,0.001,29.3,70.2
2025/7/1 7:36,KMC2025070101A200,煮込み,放熱OFF,81.4,85.1,-0.001,29.5,69.1
2025/7/1 7:37,KMC2025070101A200,煮込み,加熱ON,93.9,84.8,0.074,29.3,70.9
2025/7/1 7:38,KMC2025070101A200,煮込み,加熱ON,93.2,84.4,0.141,29.1,69.4
2025/7/1 7:39,KMC2025070101A200,煮込み,放熱OFF,82.1,84.7,0.087,30.9,70.9
2025/7/1 7:40,KMC2025070101A200,煮込み,加熱ON,93.9,84.8,0.152,30.8,69.9
2025/7/1 7:41,KMC2025070101A200,煮込み,放熱OFF,82.6,84.6,0.091,29.9,70.3
2025/7/1 7:42,KMC2025070101A200,煮込み,放熱OFF,81.9,85.1,0.048,31.1,70.2
2025/7/1 7:43,KMC2025070101A200,煮込み,放熱OFF,83,85.1,0.036,29.6,69.2
2025/7/1 7:44,KMC2025070101A200,煮込み,放熱OFF,81.4,85.1,0.027,30.1,69
2025/7/1 7:45,KMC2025070101A200,煮込み,放熱OFF,82.4,85,0.018,31.1,69.9
2025/7/1 7:46,KMC2025070101A200,煮込み,加熱ON,93.6,84.7,0.103,30,70.5
2025/7/1 7:47,KMC2025070101A200,煮込み,放熱OFF,81.3,84.5,0.052,28.4,70.5
2025/7/1 7:48,KMC2025070101A200,煮込み,加熱ON,93.6,84.8,0.117,29.5,70.3
2025/7/1 7:49,KMC2025070101A200,煮込み,放熱OFF,81.6,84.6,0.065,29,69.9
2025/7/1 7:50,KMC2025070101A200,煮込み,放熱OFF,83,85,0.047,28.5,69.4
2025/7/1 7:51,KMC2025070101A200,煮込み,放熱OFF,81.9,84.9,0.037,30.6,69.1
2025/7/1 7:52,KMC2025070101A200,煮込み,放熱OFF,82.4,85.1,0.021,29.3,69.9
2025/7/1 7:53,KMC2025070101A200,煮込み,放熱OFF,81.9,85.2,0.02,31.2,69.9
2025/7/1 7:54,KMC2025070101A200,煮込み,デッドタイム,81.9,85.1,0.02,31.2,69.9
2025/7/1 7:55,KMC2025070101A200,煮込み,デッドタイム,81.9,84.9,0.02,31.2,69.9
2025/7/1 7:56,KMC2025070101A200,冷却,,34.8,84.9,0.048,30,69.1
2025/7/1 7:57,KMC2025070101A200,冷却,,34.8,84.9,0.062,30.2,70
2025/7/1 7:58,KMC2025070101A200,冷却,,34.8,82.8,0.079,30.4,70.2
2025/7/1 7:59,KMC2025070101A200,冷却,,34.8,80.8,0.104,30.1,69.1
2025/7/1 8:00,KMC2025070101A200,冷却,,34.8,78.9,0.112,30.1,70.5
2025/7/1 8:01,KMC2025070101A200,冷却,,34.8,76.9,0.126,30.1,69.5
2025/7/1 8:02,KMC2025070101A200,冷却,,34.8,75.1,0.126,29.5,69.9
2025/7/1 8:03,KMC2025070101A200,冷却,,34.8,73.4,0.132,29.5,69.4
2025/7/1 8:04,KMC2025070101A200,冷却,,34.8,71.7,0.135,30.1,70.2
2025/7/1 8:05,KMC2025070101A200,冷却,,34.8,70.1,0.135,29.7,70.3
2025/7/1 8:06,KMC2025070101A200,冷却,,34.8,68.6,0.15,30,70.4
2025/7/1 8:07,KMC2025070101A200,冷却,,34.8,67,0.154,30.8,70.2
2025/7/1 8:08,KMC2025070101A200,冷却,,34.8,65.7,0.167,30.6,70.6
2025/7/1 8:09,KMC2025070101A200,冷却,,34.8,64.4,0.165,30,70.4
2025/7/1 8:10,KMC2025070101A200,冷却,,34.8,63.3,0.157,30.5,70.8
2025/7/1 8:11,KMC2025070101A200,冷却,,34.8,62.1,0.157,30.4,69.1
2025/7/1 8:12,KMC2025070101A200,冷却,,34.8,60.8,0.162,30.4,69.1
2025/7/1 8:13,KMC2025070101A200,冷却,,34.8,59.7,0.169,29,70.8
2025/7/1 8:14,KMC2025070101A200,冷却,,34.8,58.7,0.179,29.6,69.4
2025/7/1 8:15,KMC2025070101A200,冷却,,34.8,57.7,0.17,30.3,70.6
2025/7/1 8:16,KMC2025070101A200,冷却,,34.8,56.8,0.171,31.1,70.5
2025/7/1 8:17,KMC2025070101A200,冷却,,34.8,55.8,0.17,30.3,70.4
2025/7/1 8:18,KMC2025070101A200,冷却,,34.8,54.8,0.168,30.4,70
2025/7/1 8:19,KMC2025070101A200,冷却,,34.8,53.9,0.162,30.4,69.2
2025/7/1 8:20,KMC2025070101A200,冷却,,34.8,53,0.171,30.6,69.3
2025/7/1 8:21,KMC2025070101A200,冷却,,34.8,52.1,0.177,30.2,69.8
2025/7/1 8:22,KMC2025070101A200,冷却,,34.8,51.3,0.168,29.2,69.3
2025/7/1 8:23,KMC2025070101A200,冷却,,34.8,50.7,0.173,29.7,70.9
2025/7/1 8:24,KMC2025070101A200,冷却,,34.8,49.9,0.181,30.4,70.5
2025/7/1 8:25,KMC2025070101A200,冷却,,34.8,49.1,0.19,29,69.9
2025/7/1 8:26,KMC2025070101A200,冷却,,34.8,48.7,0.192,30.5,69.2
2025/7/1 8:27,KMC2025070101A200,冷却,,34.8,48,0.193,31,70
2025/7/1 8:28,KMC2025070101A200,冷却,,34.8,47.6,0.189,30.2,70.6
2025/7/1 8:29,KMC2025070101A200,冷却,,34.8,47.1,0.191,29.3,69.8
2025/7/1 8:30,KMC2025070101A200,冷却,,34.8,46.7,0.189,31.3,69.2
2025/7/1 8:31,KMC2025070101A200,冷却,,34.8,46.2,0.198,28.3,70.1
2025/7/1 8:32,KMC2025070101A200,冷却,,34.8,45.8,0.194,28.4,70.1
2025/7/1 8:33,KMC2025070101A200,冷却,,34.8,45.4,0.192,28.8,69.7
2025/7/1 8:34,KMC2025070101A200,冷却,,34.8,45.1,0.192,30.6,69.7
2025/7/1 8:35,KMC2025070101A200,冷却,,34.8,44.8,0.188,28.7,69.4
2025/7/1 8:36,KMC2025070101A200,充填移送,攪拌待機中,34.9,44.3,0,30,70
2025/7/1 8:37,KMC2025070101A200,充填移送,攪拌待機中,35.1,43.8,0,30.2,70.2
2025/7/1 8:38,KMC2025070101A200,充填移送,攪拌待機中,35.1,43.8,0,30.4,69.3
2025/7/1 8:39,KMC2025070101A200,充填移送,攪拌待機中,35.2,43.4,0,30.3,69.1
2025/7/1 8:40,KMC2025070101A200,充填移送,攪拌待機中,35.1,43.2,0,30,70.9
2025/7/1 8:41,KMC2025070101A200,充填移送,攪拌待機中,35.2,43.1,0,29.9,70
2025/7/1 8:42,KMC2025070101A200,充填移送,攪拌待機中,35.3,43,0,29.7,69.4
2025/7/1 8:43,KMC2025070101A200,充填移送,攪拌待機中,35.4,42.9,0,29.3,70.2
2025/7/1 8:44,KMC2025070101A200,充填移送,攪拌待機中,35.4,42.6,0,29.8,70.1
2025/7/1 8:45,KMC2025070101A200,充填移送,攪拌待機中,35.5,42.3,0,29.6,70.9
2025/7/1 8:46,KMC2025070101A200,充填移送,攪拌待機中,35.3,42.3,0,30.3,69.6
2025/7/1 8:47,KMC2025070101A200,充填移送,攪拌待機中,35.5,42.1,0,29.7,70.6
2025/7/1 8:48,KMC2025070101A200,充填移送,攪拌待機中,35.4,41.8,0,30.6,70.1
2025/7/1 8:49,KMC2025070101A200,充填移送,攪拌待機中,35.3,41.7,0,30.7,69.9
2025/7/1 8:50,KMC2025070101A200,充填移送,攪拌待機中,35.2,41.5,0,30,69.3
2025/7/1 8:51,KMC2025070101A200,充填移送,攪拌待機中,35.3,41.3,0,30.2,69.1
2025/7/1 8:52,KMC2025070101A200,充填移送,攪拌待機中,35.2,41.3,0,29.1,70.2
2025/7/1 8:53,KMC2025070101A200,充填移送,攪拌待機中,35.3,41.1,0,29.5,69.2
2025/7/1 8:54,KMC2025070101A200,充填移送,攪拌待機中,35.1,41.1,0,28.9,70
2025/7/1 8:55,KMC2025070101A200,充填移送,攪拌待機中,35.1,41.1,0,29.4,70.6
2025/7/1 8:56,KMC2025070101A200,充填移送,攪拌待機中,34.9,40.9,0,31.4,69.7
2025/7/1 8:57,KMC2025070101A200,充填移送,攪拌待機中,35,40.9,0,29.3,69.4
2025/7/1 8:58,KMC2025070101A200,充填移送,攪拌待機中,35,40.9,0,29.3,69.1
2025/7/1 8:59,KMC2025070101A200,充填移送,攪拌待機中,34.8,40.7,0,31.3,69.4
2025/7/1 9:00,KMC2025070101A200,充填移送,攪拌待機中,34.9,40.6,0,29.4,70.3
2025/7/1 9:01,KMC2025070101A200,充填移送,攪拌待機中,34.7,40.5,0,29.8,70.8
2025/7/1 9:02,KMC2025070101A200,充填移送,攪拌待機中,34.7,40.5,0,30.5,70
2025/7/1 9:03,KMC2025070101A200,充填移送,攪拌待機中,34.7,40.3,0,29.4,70.8
2025/7/1 9:04,KMC2025070101A200,充填移送,攪拌待機中,34.7,40.1,0,31.9,69.3
2025/7/1 9:05,KMC2025070101A200,充填移送,攪拌待機中,34.6,40,0,29.9,69.6
2025/7/1 9:06,KMC2025070101A200,洗浄,荒洗い,34.9,40,0,30,69
2025/7/1 9:07,KMC2025070101A200,洗浄,荒洗い,35.2,39.9,0,30.2,69.4
2025/7/1 9:08,KMC2025070101A200,洗浄,荒洗い,35.7,23.3,0,30.3,70.7
2025/7/1 9:09,KMC2025070101A200,洗浄,荒洗い,35.7,23.8,0,30.4,69.4
2025/7/1 9:10,KMC2025070101A200,洗浄,荒洗い,35,23.2,0,30.1,69.9
2025/7/1 9:11,KMC2025070101A200,洗浄,昇温,56.2,24,0,29.8,70.8
2025/7/1 9:12,KMC2025070101A200,洗浄,昇温,72.3,23.9,0.088,29.8,71
2025/7/1 9:13,KMC2025070101A200,洗浄,昇温,84.3,27.2,0.157,29.9,69.5
2025/7/1 9:14,KMC2025070101A200,洗浄,昇温,93.3,31.8,0.211,29.8,70
2025/7/1 9:15,KMC2025070101A200,洗浄,昇温,100,37.1,0.253,30.2,69.6
2025/7/1 9:16,KMC2025070101A200,洗浄,昇温,105,42.7,0.285,30.5,69.6
2025/7/1 9:17,KMC2025070101A200,洗浄,昇温,108.6,48.4,0.311,30.6,70.2
2025/7/1 9:18,KMC2025070101A200,洗浄,昇温,111.4,54.1,0.33,30.5,69.1
2025/7/1 9:19,KMC2025070101A200,洗浄,昇温,113.4,59.5,0.346,30,70.5
2025/7/1 9:20,KMC2025070101A200,洗浄,昇温,115.1,64.7,0.358,29.5,70.3
2025/7/1 9:21,KMC2025070101A200,洗浄,高温保持,100,69.6,0.3,29.9,69.9
2025/7/1 9:22,KMC2025070101A200,洗浄,高温保持,100.3,74.1,0.3,29.4,70.9
2025/7/1 9:23,KMC2025070101A200,洗浄,高温保持,100.4,95.1,0.3,29.9,70.8
2025/7/1 9:24,KMC2025070101A200,洗浄,高温保持,100.3,95.3,0.3,30.1,70.8
2025/7/1 9:25,KMC2025070101A200,洗浄,高温保持,100.1,95.4,0.3,30,69.9
2025/7/1 9:26,KMC2025070101A200,洗浄,高温保持,99.9,95.6,0.3,30.9,70.7
2025/7/1 9:27,KMC2025070101A200,洗浄,高温保持,99.7,95.7,0.3,30.4,69.4
2025/7/1 9:28,KMC2025070101A200,洗浄,高温保持,99.6,95.7,0.3,29.7,70.9
2025/7/1 9:29,KMC2025070101A200,洗浄,高温保持,99.7,95.6,0.3,30.5,70.1
2025/7/1 9:30,KMC2025070101A200,洗浄,高温保持,100,95.7,0.3,29.1,69.2
2025/7/1 9:31,KMC2025070101A200,洗浄,冷却,31.8,95.6,0.15,29.8,70.8
2025/7/1 9:32,KMC2025070101A200,洗浄,冷却,31.3,95.7,0.15,29.3,69.7
2025/7/1 9:33,KMC2025070101A200,洗浄,冷却,31.2,91.4,0.15,29.2,69.7
2025/7/1 9:34,KMC2025070101A200,洗浄,冷却,33.1,87.4,0.15,31.1,70.2
2025/7/1 9:35,KMC2025070101A200,洗浄,冷却,33.1,83.6,0.15,31.1,70.3
2025/7/1 9:36,KMC2025070101A200,洗浄,冷却,32.6,80,0.15,30.6,70.4
2025/7/1 9:37,KMC2025070101A200,洗浄,冷却,32.8,76.7,0.15,30.8,70.2
2025/7/1 9:38,KMC2025070101A200,洗浄,冷却,30.8,73.6,0.15,28.8,70.9
2025/7/1 9:39,KMC2025070101A200,洗浄,冷却,31.6,70.8,0.15,29.6,71
2025/7/1 9:40,KMC2025070101A200,洗浄,冷却,32.4,68,0.15,30.4,70.9
2025/7/1 9:41,KMC2025070101A200,洗浄,冷却,32.2,65.4,0.15,30.2,69.7
2025/7/1 9:42,KMC2025070101A200,洗浄,冷却,32.4,62.8,0.15,30.4,69.3
2025/7/1 9:43,KMC2025070101A200,洗浄,冷却,31.3,60.7,0.15,29.3,69
2025/7/1 9:44,KMC2025070101A200,洗浄,冷却,31.1,58.5,0.15,29.1,70.7
2025/7/1 9:45,KMC2025070101A200,洗浄,冷却,33.4,56.5,0.15,31.4,70.5
2025/7/1 9:46,KMC2025070101A200,洗浄,冷却,33.2,54.5,0.15,31.2,69.2
2025/7/1 9:47,KMC2025070101A200,洗浄,冷却,31.2,52.5,0.15,29.2,69.4
2025/7/1 9:48,KMC2025070101A200,洗浄,冷却,33,50.7,0.15,31,69.4
2025/7/1 9:49,KMC2025070101A200,洗浄,冷却,32.8,49.3,0.15,30.8,70.5
2025/7/1 9:50,KMC2025070101A200,洗浄,冷却,32.5,47.7,0.15,30.5,70.5
2025/7/1 9:51,KMC2025070101A200,洗浄,冷却,31.6,46.3,0.15,29.6,69.5
2025/7/1 9:52,KMC2025070101A200,洗浄,冷却,33.5,44.9,0.15,31.5,69.1
2025/7/1 9:53,KMC2025070101A200,洗浄,冷却,32.8,43.8,0.15,30.8,69
2025/7/1 9:54,KMC2025070101A200,洗浄,冷却,32,42.8,0.15,30,70.4
2025/7/1 9:55,KMC2025070101A200,洗浄,冷却,32.2,41.8,0.15,30.2,69.6
2025/7/1 9:56,KMC2025070101A200,洗浄,冷却,30.7,40.8,0.15,28.7,69.3
2025/7/1 9:57,KMC2025070101A200,洗浄,冷却,32.8,39.7,0.15,30.8,70.7
2025/7/1 9:58,KMC2025070101A200,洗浄,冷却,33.2,38.9,0.15,31.2,69.1
2025/7/1 9:59,KMC2025070101A200,洗浄,冷却,32.3,38.3,0.15,30.3,69.9
2025/7/1 10:00,KMC2025070101A200,洗浄,冷却,30.8,37.3,0.15,28.8,70.4
2025/7/1 10:01,KMC2025070101A200,洗浄,冷却,32,36.5,0.15,30,69.1
2025/7/1 10:02,KMC2025070101A200,洗浄,冷却,33.7,35.9,0.15,31.7,70.4
2025/7/1 10:03,KMC2025070101A200,洗浄,冷却,32.3,35.3,0.15,30.3,70.6
2025/7/1 10:04,KMC2025070101A200,洗浄,冷却,30.5,34.5,0.15,28.5,69.6
2025/7/1 10:05,KMC2025070101A200,洗浄,冷却,31.8,34.2,0.15,29.8,69.4
2025/8/1 6:00,KMC2025080101A200,材料仕込み,仕込み開始,32.6,33.6,0,33,75
2025/8/1 6:01,KMC2025080101A200,材料仕込み,水投入,33.2,32.9,-0.005,33.1,75.7
2025/8/1 6:02,KMC2025080101A200,材料仕込み,水投入,33.7,32.7,0,33.2,75.4
2025/8/1 6:03,KMC2025080101A200,材料仕込み,冷凍肉投入,33.4,26.5,0,33.1,74.3
2025/8/1 6:04,KMC2025080101A200,材料仕込み,冷凍肉投入,32.7,26.5,0,33,75.1
2025/8/1 6:05,KMC2025080101A200,材料仕込み,冷凍肉投入,32.9,26.5,0,33.3,74.8
2025/8/1 6:06,KMC2025080101A200,材料仕込み,冷凍野菜投入,33.7,26.5,0,33.4,75.8
2025/8/1 6:07,KMC2025080101A200,材料仕込み,冷凍野菜投入,32.9,26.5,0,33,75.9
2025/8/1 6:08,KMC2025080101A200,材料仕込み,冷凍野菜投入,33.2,26.5,0,33.1,74.4
2025/8/1 6:09,KMC2025080101A200,材料仕込み,香辛料投入,32.4,26.5,0,32.5,74.7
2025/8/1 6:10,KMC2025080101A200,材料仕込み,香辛料投入,33.3,26.5,0,33.6,74.6
2025/8/1 6:11,KMC2025080101A200,材料仕込み,小麦粉投入,31.6,26.5,0,32.1,76
2025/8/1 6:12,KMC2025080101A200,材料仕込み,小麦粉投入,32.5,26.6,0,32.7,74.8
2025/8/1 6:13,KMC2025080101A200,材料仕込み,調味料投入,34.1,26.7,0,34.3,75.1
2025/8/1 6:14,KMC2025080101A200,材料仕込み,調味料投入,32.1,27,0,32,75.5
2025/8/1 6:15,KMC2025080101A200,材料仕込み,撹拌,31.6,27.3,0,31.6,74.9
2025/8/1 6:16,KMC2025080101A200,材料仕込み,撹拌,32.6,27,0,32.4,74.8
2025/8/1 6:17,KMC2025080101A200,材料仕込み,撹拌,33.2,27.2,0,33.2,75.4
2025/8/1 6:18,KMC2025080101A200,材料仕込み,撹拌,33.2,27.4,0,33.5,74.6
2025/8/1 6:19,KMC2025080101A200,材料仕込み,撹拌,34.3,27.3,0,34.6,75
2025/8/1 6:20,KMC2025080101A200,材料仕込み,デッドタイム,34.3,27.7,0,34.6,75
2025/8/1 6:21,KMC2025080101A200,材料仕込み,デッドタイム,34.3,27.9,0,34.6,75
2025/8/1 6:22,KMC2025080101A200,昇温,,39.8,27.9,0,33,75.6
2025/8/1 6:23,KMC2025080101A200,昇温,,41.6,27.9,0.073,33.2,74.4
2025/8/1 6:24,KMC2025080101A200,昇温,,43.3,28,0.132,33.4,74.6
2025/8/1 6:25,KMC2025080101A200,昇温,,45,30.2,0.18,33.1,75
2025/8/1 6:26,KMC2025080101A200,昇温,,61.5,32.8,0.22,33.4,75.3
2025/8/1 6:27,KMC2025080101A200,昇温,,74.8,35.1,0.253,32.8,74.6
2025/8/1 6:28,KMC2025080101A200,昇温,,85.3,37.1,0.28,32.6,74.9
2025/8/1 6:29,KMC2025080101A200,昇温,,93.8,39,0.301,32.7,74
2025/8/1 6:30,KMC2025080101A200,昇温,,100.6,41,0.319,32.7,74.2
2025/8/1 6:31,KMC2025080101A200,昇温,,106,43.3,0.334,32.5,75.6
2025/8/1 6:32,KMC2025080101A200,昇温,,110.3,45.8,0.346,32.7,75.9
2025/8/1 6:33,KMC2025080101A200,昇温,,113.8,47.8,0.356,32.8,75.8
2025/8/1 6:34,KMC2025080101A200,昇温,,116.5,50.2,0.364,32.6,75.1
2025/8/1 6:35,KMC2025080101A200,昇温,,118.8,52.9,0.37,33.2,74.6
2025/8/1 6:36,KMC2025080101A200,昇温,,120.6,55.2,0.376,33.7,75
2025/8/1 6:37,KMC2025080101A200,昇温,,122,57.2,0.38,33,75.1
2025/8/1 6:38,KMC2025080101A200,昇温,,123.2,59.5,0.38,33.4,74.2
2025/8/1 6:39,KMC2025080101A200,昇温,,124.1,61.5,0.38,33.4,75.1
2025/8/1 6:40,KMC2025080101A200,昇温,,124.8,63.5,0.38,32.2,74.8
2025/8/1 6:41,KMC2025080101A200,昇温,,125.3,65.8,0.38,32.5,74.6
2025/8/1 6:42,KMC2025080101A200,昇温,,125.8,68.1,0.38,32,75.4
2025/8/1 6:43,KMC2025080101A200,昇温,,126.2,70.2,0.38,33.2,75.1
2025/8/1 6:44,KMC2025080101A200,昇温,,126.5,72.7,0.38,34.3,75.8
2025/8/1 6:45,KMC2025080101A200,昇温,,126.8,75.2,0.38,33.9,75.2
2025/8/1 6:46,KMC2025080101A200,昇温,,126.9,77.7,0.38,31.7,74.5
2025/8/1 6:47,KMC2025080101A200,昇温,,127.1,79.7,0.38,33,74.5
2025/8/1 6:48,KMC2025080101A200,昇温,,127.2,81.9,0.38,31.9,74.6
2025/8/1 6:49,KMC2025080101A200,昇温,,127.2,84,0.38,32.1,74.9
2025/8/1 6:50,KMC2025080101A200,昇温,,127.4,86.1,0.38,34.4,75.3
2025/8/1 6:51,KMC2025080101A200,昇温,,127.4,88.4,0.38,31.8,74.8
2025/8/1 6:52,KMC2025080101A200,煮込み,工程切替,127.3,90.5,0.191,33,75.3
2025/8/1 6:53,KMC2025080101A200,煮込み,工程切替,127.3,92.6,-0.005,32.7,74.8
2025/8/1 6:54,KMC2025080101A200,煮込み,加熱ON,101.6,92.7,0.085,33,74.6
2025/8/1 6:55,KMC2025080101A200,煮込み,放熱OFF,90.7,92.6,0.046,33.2,74.1
2025/8/1 6:56,KMC2025080101A200,煮込み,放熱OFF,89.7,92.8,0.028,33.3,75.4
2025/8/1 6:57,KMC2025080101A200,煮込み,放熱OFF,89.8,93,0.011,33.3,75
2025/8/1 6:58,KMC2025080101A200,煮込み,放熱OFF,89.9,93,0.012,33,74.1
2025/8/1 6:59,KMC2025080101A200,煮込み,放熱OFF,90.9,93.1,0.016,33.1,74.7
2025/8/1 7:00,KMC2025080101A200,煮込み,放熱OFF,89.8,93.1,0.016,32.9,75.8
2025/8/1 7:01,KMC2025080101A200,煮込み,放熱OFF,89.1,93.1,0.012,32.7,76
2025/8/1 7:02,KMC2025080101A200,煮込み,加熱ON,102.1,92.8,0.098,32.8,75.8
2025/8/1 7:03,KMC2025080101A200,煮込み,加熱ON,101.5,92.4,0.167,32.8,74.9
2025/8/1 7:04,KMC2025080101A200,煮込み,放熱OFF,90.3,92.6,0.102,33,75.1
2025/8/1 7:05,KMC2025080101A200,煮込み,加熱ON,101.7,92.8,0.165,32.9,75.2
2025/8/1 7:06,KMC2025080101A200,煮込み,放熱OFF,90.8,92.6,0.103,33.4,74.9
2025/8/1 7:07,KMC2025080101A200,煮込み,放熱OFF,90.5,93,0.056,33,74.3
2025/8/1 7:08,KMC2025080101A200,煮込み,放熱OFF,89.9,93.2,0.032,33.1,74.8
2025/8/1 7:09,KMC2025080101A200,煮込み,放熱OFF,89.6,93.2,0.011,32.7,75.6
2025/8/1 7:10,KMC2025080101A200,煮込み,放熱OFF,89.2,93.2,0.015,32.5,74.3
2025/8/1 7:11,KMC2025080101A200,煮込み,放熱OFF,89.8,93.2,0.001,33.2,75.5
2025/8/1 7:12,KMC2025080101A200,煮込み,加熱ON,101.1,92.9,0.072,33,75.5
2025/8/1 7:13,KMC2025080101A200,煮込み,放熱OFF,89.3,92.7,0.041,33.1,75.4
2025/8/1 7:14,KMC2025080101A200,煮込み,加熱ON,101.3,92.8,0.12,33.6,74.1
2025/8/1 7:15,KMC2025080101A200,煮込み,放熱OFF,90.9,92.7,0.064,33.6,75.1
2025/8/1 7:16,KMC2025080101A200,煮込み,放熱OFF,91.2,93.1,0.036,33.5,74.9
2025/8/1 7:17,KMC2025080101A200,煮込み,放熱OFF,90,93.1,0.03,34,75.5
2025/8/1 7:18,KMC2025080101A200,煮込み,放熱OFF,91.2,93.2,0.018,33.8,75.8
2025/8/1 7:19,KMC2025080101A200,煮込み,放熱OFF,89.3,93.1,0.012,32.2,74.8
2025/8/1 7:20,KMC2025080101A200,煮込み,放熱OFF,90.5,93.1,0.017,32.1,75
2025/8/1 7:21,KMC2025080101A200,煮込み,放熱OFF,90.4,93.1,0.014,32.6,74.8
2025/8/1 7:22,KMC2025080101A200,煮込み,加熱ON,101.2,92.9,0.092,33.4,74
2025/8/1 7:23,KMC2025080101A200,煮込み,加熱ON,101.1,92.6,0.161,33.7,75.8
2025/8/1 7:24,KMC2025080101A200,煮込み,放熱OFF,89.9,92.7,0.105,33.6,75.1
2025/8/1 7:25,KMC2025080101A200,煮込み,放熱OFF,90.5,93,0.058,33.7,74.1
2025/8/1 7:26,KMC2025080101A200,煮込み,放熱OFF,89.8,92.9,0.029,33.5,74.1
2025/8/1 7:27,KMC2025080101A200,煮込み,放熱OFF,90.7,92.9,0.023,33.8,74.7
2025/8/1 7:28,KMC2025080101A200,煮込み,放熱OFF,90.4,93,0.021,33.5,75.3
